"Number","ID","Name","Twitter","Status"
18,"94152","mathfulu",NA,"1"
18,"2932","tetsuyai",NA,"1"
18,"15759","oshiro40",NA,"1"
18,"94262","nyanchu",NA,"1"
18,"85259","takako87","deardream0118","1"
18,"87866","otanet123","otanet","1"
18,"50541","kingqwert","kingqwert","1"
18,"80494","Shinya_131","shinya_131","1"
18,"13949","wdkz","wdkz","1"
18,"94513","こげすけ",NA,"1"
18,"94585","s-miura",NA,"1"
18,"52897","takemikami","takemikami","1"
18,"94987","ほどほど人",NA,"1"
19,"5644","holidayworking","holidayworking","1"
19,"13949","wdkz","wdkz","1"
19,"79724","suginoko","gdg00431","1"
19,"94585","s-miura",NA,"1"
19,"87274","doradora09","doradora09","1"
19,"93934","fuji_fujimon","fuji_fujimon","1"
19,"83547","kenchan0130_aki","kenchan0130","1"
19,"21334","所沢義男",NA,"1"
19,"87523","horihorio","horihorio","1"
19,"21686","kos59125","kos59125","1"
19,"81990","sla","sla","1"
19,"87866","otanet123","otanet","1"
19,"42153","unaoto","NaotoUsuyama","1"
19,"46156","tetsuroito","tetsuroito","1"
19,"42227","Yoshiaki Sakai",NA,"1"
19,"98571","Hiro_macchan","Hiro_macchan","1"
19,"52897","takemikami","takemikami","1"
19,"98610","kktokk","K_T_O_K","1"
19,"75488","atgmacontnd",NA,"1"
19,"21097","rindai87","rindai87","1"
19,"98483","hitoshi.o",NA,"1"
19,"94069","adfive",NA,"1"
20,"87866","otanet123","otanet","1"
20,"71909","Yoshio Tokorosawa","dichika","1"
20,"14867","karubi","karubi","1"
20,"30715","kimukou_26","kimukou_26","1"
20,"2269","manozo","manozo","1"
20,"5923","yokkuns","yokkuns","1"
20,"21151","quarterkota","quarterkota","1"
20,"24501","teramonagi","teramonagi","1"
20,"107908","kazuki.yoshida",NA,"1"
20,"107909","sumipan_","sumipan","1"
20,"52316","dubian100",NA,"1"
20,"5026","itoyan",NA,"1"
20,"32770","sfchaos","sfchaos","1"
20,"6418","yatsuta","tyatsuta","1"
20,"52524","mikado_hito","mikado_hito","1"
20,"89813","gen_hsnmy","gen_hsnmy","1"
20,"59031","you1025","you_s1025","1"
20,"93912","ふゆき",NA,"1"
20,"53114","_kohta","_kohta","1"
20,"82941","obnym","obnym","1"
20,"107989","otsuki","otsukikazuhiko","1"
20,"87691","t_iwakawa","hogehiko","1"
20,"99832","wmurase","wmurase","1"
20,"100799","Akihiro Kasahara","Aki_Kasahara","1"
20,"108013","atg",NA,"1"
20,"19175","aad34210",NA,"1"
20,"43404","hisawotakase","hisawotakase","1"
20,"97676","nissie",NA,"1"
20,"42227","Yoshiaki Sakai",NA,"1"
20,"25492","謎のクマしゃん","pcmaster","1"
20,"17452","bob3","bob3bob3","1"
20,"100925","jingbay","jingbay","1"
20,"70412","coroMonta","coroMonta","1"
21,"24186","langstat","langstat","1"
21,"71909","Yoshio Tokorosawa","dichika","1"
21,"87523","horihorio","horihorio","1"
21,"14399","yuga","yuga","1"
21,"24501","teramonagi","teramonagi","1"
21,"5923","yokkuns","yokkuns","1"
21,"93912","ふゆき",NA,"1"
21,"52524","mikado_hito","mikado_hito","1"
21,"17452","bob3","bob3bob3","1"
21,"80494","Shinya_131","shinya_131","1"
21,"97676","nissie",NA,"1"
21,"98571","Hiro_macchan","Hiro_macchan","1"
21,"105049","G.O.R.N","gorn","1"
21,"87274","doradora09","doradora09","1"
21,"59031","you1025","you_s1025","1"
21,"87691","t_iwakawa","hogehiko","1"
21,"107764","Naru777",NA,"1"
21,"13949","wdkz","wdkz","1"
21,"19175","aad34210",NA,"1"
21,"5644","holidayworking","holidayworking","1"
21,"52897","takemikami","takemikami","1"
21,"97825","arshavin0909","hem_hems","1"
21,"99832","wmurase","wmurase","1"
21,"104805","PE_kww",NA,"1"
21,"109982","るんぴ",NA,"1"
21,"89813","gen_hsnmy","gen_hsnmy","1"
21,"93934","fuji_fujimon","fuji_fujimon","1"
21,"110662","Thoru Kurachi","kurachi_thoru","1"
21,"83547","kenchan0130_aki","kenchan0130","1"
21,"75907","modeelf","modeelf","1"
21,"100799","Akihiro Kasahara","Aki_Kasahara","1"
21,"20261","zaoriku0","zaoriku0","1"
21,"94069","adfive",NA,"1"
21,"112599","H.OXNPA",NA,"1"
21,"11022","ixixi","ixixi","1"
21,"13166","yurayuramen",NA,"1"
21,"54257","libitte",NA,"1"
21,"113480","motokikk","motokikk","1"
21,"108013","atg",NA,"1"
21,"14867","karubi","karubi","1"
21,"75357","millionsmile","millionsmile","1"
21,"82941","obnym","obnym","1"
21,"37893","s_tkns","s_tkns","1"
21,"10349","toshi.k","toshi_k","1"
21,"25492","謎のクマしゃん","pcmaster","1"
21,"114261","beiyame","buhidayo","1"
21,"114417","maririnnh","Maririnnh","1"
21,"22641","taku.stdy",NA,"1"
22,"52107","nntsugu_","nntsugu","1"
22,"103611","notti","noda_sin","1"
22,"87523","horihorio","horihorio","1"
22,"59031","you1025","you_s1025","1"
22,"11022","ixixi","ixixi","1"
22,"33366","ikuyamada",NA,"1"
22,"114534","ta2c","ta2c","1"
22,"78858","akhtommy","akhtommy","1"
22,"108013","atg",NA,"1"
22,"69482","biwacha3","biwacha","1"
22,"2269","manozo","manozo","1"
22,"20261","zaoriku0","zaoriku0","1"
22,"94069","adfive",NA,"1"
22,"51099","mrt_akm","mrt_akfm","1"
22,"79280","akkira1020","akkira1020","1"
22,"83547","kenchan0130_aki","kenchan0130","1"
22,"104733","t_otoda","t_otoda","1"
22,"114417","maririnnh","Maririnnh","1"
22,"46156","tetsuroito","tetsuroito","1"
22,"52524","mikado_hito","mikado_hito","1"
22,"114743","暇人2世","himajin_2nd","1"
22,"80656","handyfox","_handyfox","1"
22,"89813","gen_hsnmy","gen_hsnmy","1"
22,"27318","disktnk","disktnk","1"
22,"5026","itoyan",NA,"1"
22,"17452","bob3","bob3bob3","1"
22,"93934","fuji_fujimon","fuji_fujimon","1"
22,"43404","hisawotakase","hisawotakase","1"
22,"42985","Nikoriks","Nikoriks","1"
22,"116942","azaazato","azaazato","1"
22,"102046","minomino100","minomino100","1"
22,"117826","sakae_kamizato","mainitinori","1"
22,"76653","D.CHaaaN","d_chaaan","1"
22,"41249","YOUG","YOUG_BB","1"
22,"21084","SakaueTatsuya","sakaue","1"
22,"113373","下　山","erishimoyama","1"
22,"98571","Hiro_macchan","Hiro_macchan","1"
22,"118085","@ActuaryDay","ActuaryDay","1"
22,"97676","nissie",NA,"1"
22,"118189","oni_field","oni_field","1"
22,"6047","n_shuyo","shuyo","1"
22,"96097","ytsejam5","ytsejam5","1"
22,"118456","kuwaken",NA,"1"
22,"105049","G.O.R.N","gorn","1"
22,"5387","hiratake55","hiratake55","1"
22,"21686","kos59125","kos59125","1"
22,"5923","yokkuns","yokkuns","1"
22,"52897","takemikami","takemikami","1"
22,"120155","Prunus1350","Prunus1350","1"
22,"120259","tukutuku",NA,"1"
22,"100799","Akihiro Kasahara","Aki_Kasahara","1"
22,"10374","jar2",NA,"1"
22,"51607","zanjibar","zanjibar","1"
22,"48818","gepuro","gepuro","1"
22,"54282","miwachan",NA,"1"
22,"118915","micchi","sleeping_michi","1"
22,"61653","kogecoo","kogecoo","1"
22,"120743","yupio",NA,"1"
22,"120796","fukuyamakz",NA,"1"
22,"82941","obnym","obnym","1"
22,"46303","mattun_s15",NA,"1"
22,"56980","ts_3156",NA,"1"
22,"87274","doradora09","doradora09","1"
22,"16496","ysaito","ysaito8015","1"
22,"51853","big_2nd","big_2nd","1"
22,"121212","christopher226","Christopher226","1"
22,"80248","k_h_h_d_y","alice_yenge","1"
22,"113534","ichiban",NA,"1"
22,"61964","sas20yen()","sas20yen","1"
22,"121539","mamoru",NA,"1"
22,"83656","kawamura80","kana_ycn","1"
22,"58051","masaking01","masaking01","1"
22,"52316","dubian100",NA,"1"
22,"122142","kaz_yos","kaz_yos","1"
22,"90808","toma3","tk_tomaru","1"
22,"101404","takizawa","takizawa","1"
23,"118456","kuwaken",NA,"1"
23,"19175","aad34210",NA,"1"
23,"120155","Prunus1350","Prunus1350","1"
23,"10374","jar2",NA,"1"
23,"87523","horihorio","horihorio","1"
23,"87274","doradora09","doradora09","1"
23,"94069","adfive",NA,"1"
23,"24501","teramonagi","teramonagi","1"
23,"52316","dubian100",NA,"1"
23,"122151","BPL","BluePhoenixLab","1"
23,"104733","t_otoda","t_otoda","1"
23,"118085","@ActuaryDay","ActuaryDay","1"
23,"51607","zanjibar","zanjibar","1"
23,"52524","mikado_hito","mikado_hito","1"
23,"71909","Yoshio Tokorosawa","dichika","1"
23,"83547","kenchan0130_aki","kenchan0130","1"
23,"51153","lawmn","lawmn","1"
23,"7568","nowroot",NA,"1"
23,"51099","mrt_akm","mrt_akfm","1"
23,"122242","kenzrx1",NA,"1"
23,"114534","ta2c","ta2c","1"
23,"60433","taquito",NA,"1"
23,"42985","Nikoriks","Nikoriks","1"
23,"108013","atg",NA,"1"
23,"122288","唐澤英長",NA,"1"
23,"17452","bob3","bob3bob3","1"
23,"42505","tmzo","tmzo","1"
23,"122142","kaz_yos","kaz_yos","1"
23,"122295","MetallicanX","MetallicanX","1"
23,"21686","kos59125","kos59125","1"
23,"28722","yishii",NA,"1"
23,"98571","Hiro_macchan","Hiro_macchan","1"
23,"32770","sfchaos","sfchaos","1"
23,"65907","soultoru","soultoru","1"
23,"5644","holidayworking","holidayworking","1"
23,"113373","下　山","erishimoyama","1"
23,"122325","sebisawa-private",NA,"1"
23,"122328","wada.k",NA,"1"
23,"2887","koyamak",NA,"1"
23,"5923","yokkuns","yokkuns","1"
23,"122341","ken5com","ken5com","1"
23,"61964","sas20yen()","sas20yen","1"
23,"19016","promisedhill",NA,"1"
23,"122364","YOUG_XX","YOUG_XX","1"
23,"30715","kimukou_26","kimukou_26","1"
23,"111267","nobi000","nobi000","1"
23,"122373","akopochi",NA,"1"
23,"91705","t=YUI",NA,"1"
23,"13949","wdkz","wdkz","1"
23,"97311","keimai",NA,"1"
23,"122473","daikirin_info","daikirin_info","1"
23,"76653","D.CHaaaN","d_chaaan","1"
23,"25878","sukoyakarizumu",NA,"1"
23,"50859","shnya_m","shnya_m","1"
23,"91587","ryojiminami","ryojiminami","1"
23,"100744","天才白菜","bae_j","1"
23,"82941","obnym","obnym","1"
23,"112729","Koichiro Tsukamoto","guts_koukun","1"
23,"122767","ImamuR",NA,"1"
23,"122775","predictor.a",NA,"1"
23,"42227","Yoshiaki Sakai",NA,"1"
23,"107989","otsuki","otsukikazuhiko","1"
23,"23311","S.Takada",NA,"1"
23,"122453","gurohiko",NA,"1"
23,"16496","ysaito","ysaito8015","1"
23,"122870","Nakhirot",NA,"1"
23,"48818","gepuro","gepuro","1"
23,"122913","きゃびあ","forward_rate","1"
23,"122920","Ryo.Takahashi",NA,"1"
23,"122938","y2y",NA,"1"
23,"122992","shinko maekawa","shinkomae","1"
23,"121000","ytra",NA,"1"
23,"16088","oka.yusuke",NA,"1"
23,"102374","07c00","07c00","1"
23,"109362","pandasan",NA,"1"
23,"57251","nanofi","white_output","1"
23,"115589","murasaki8823","murasaki8823","1"
23,"105049","G.O.R.N","gorn","1"
23,"21247","takazo",NA,"1"
23,"57793","Rico","RicoImazu","1"
23,"107224","nao99999","nao99999","1"
23,"121230","ABZ",NA,"1"
23,"10198","ferrylikeboy",NA,"1"
23,"8401","ramuji.kato","chibiramuji","1"
23,"125311","keiji ehara",NA,"1"
23,"101145","まにゅ",NA,"1"
24,"120155","Prunus1350","Prunus1350","1"
24,"114534","ta2c","ta2c","1"
24,"5644","holidayworking","holidayworking","1"
24,"83547","kenchan0130_aki","kenchan0130","1"
24,"123338","kingyokkun","kingyokkun","1"
24,"25878","sukoyakarizumu",NA,"1"
24,"94069","adfive",NA,"1"
24,"51099","mrt_akm","mrt_akfm","1"
24,"113373","下　山","erishimoyama","1"
24,"111267","nobi000","nobi000","1"
24,"51607","zanjibar","zanjibar","1"
24,"98571","Hiro_macchan","Hiro_macchan","1"
24,"107989","otsuki","otsukikazuhiko","1"
24,"122364","YOUG_XX","YOUG_XX","1"
24,"14867","karubi","karubi","1"
24,"126312","moguonyanko","moguonyanko","1"
24,"65466","mkataigi1","mkataigi","1"
24,"2269","manozo","manozo","1"
24,"100799","Akihiro Kasahara","Aki_Kasahara","1"
24,"122295","MetallicanX","MetallicanX","1"
24,"16496","ysaito","ysaito8015","1"
24,"118456","kuwaken",NA,"1"
24,"127692","mitz321","argyle320","1"
24,"118085","@ActuaryDay","ActuaryDay","1"
24,"92211","tashirohiro4","infinityth4","1"
24,"106169","山名将之","MasayukiYamana","1"
24,"108013","atg",NA,"1"
24,"42985","Nikoriks","Nikoriks","1"
24,"65907","soultoru","soultoru","1"
24,"46303","mattun_s15",NA,"1"
24,"87274","doradora09","doradora09","1"
24,"85010","nbuy","nbuy","1"
24,"7568","nowroot",NA,"1"
24,"18249","komiya_atsushi","komiya_atsushi","1"
24,"129775","shin.arias","shin_arkw","1"
24,"19175","aad34210",NA,"1"
24,"52316","dubian100",NA,"1"
24,"32770","sfchaos","sfchaos","1"
24,"5923","yokkuns","yokkuns","1"
25,"120155","Prunus1350","Prunus1350","1"
25,"71909","Yoshio Tokorosawa","dichika","1"
25,"121000","ytra",NA,"1"
25,"94069","adfive",NA,"1"
25,"24501","teramonagi","teramonagi","1"
25,"118915","micchi","sleeping_michi","1"
25,"118085","@ActuaryDay","ActuaryDay","1"
25,"2269","manozo","manozo","1"
25,"13949","wdkz","wdkz","1"
25,"87523","horihorio","horihorio","1"
25,"52316","dubian100",NA,"1"
25,"129105","yondobo",NA,"1"
25,"76435","otani_yuji",NA,"1"
25,"100799","Akihiro Kasahara","Aki_Kasahara","1"
25,"121230","ABZ",NA,"1"
25,"17452","bob3","bob3bob3","1"
25,"51607","zanjibar","zanjibar","1"
25,"127731","yama_pon08",NA,"1"
25,"126569","albatrosary","albatrosary","1"
25,"51853","big_2nd","big_2nd","1"
25,"106747","KoyamaKei","KoyamaKei_","1"
25,"40428","replo","replore","1"
25,"102193","quattro_4","quattro_4","1"
25,"105049","G.O.R.N","gorn","1"
25,"97311","keimai",NA,"1"
25,"80209","hidekey","n_hidekey","1"
25,"54282","miwachan",NA,"1"
25,"30715","kimukou_26","kimukou_26","1"
25,"131602","tmiya76","tmiya76","1"
25,"46156","tetsuroito","tetsuroito","1"
25,"5923","yokkuns","yokkuns","1"
25,"87274","doradora09","doradora09","1"
25,"70652","Keiku322","Keiku","1"
25,"71617","teruu","teruu","1"
25,"87661","はちみつ","toyoken124","1"
25,"10198","ferrylikeboy",NA,"1"
25,"79848","itochu0523","itochu0523","1"
25,"45051","karate405","karate405","1"
25,"131131","akkikiki","akkikiki","1"
25,"80838","keaton","motake2010","1"
25,"131628","Todaythedaytoday","tomorrowaki","1"
25,"132064","じーにょ",NA,"1"
25,"70139","hereticreader","hereticreader","1"
25,"47212","eiiches","eiiches","1"
25,"98571","Hiro_macchan","Hiro_macchan","1"
25,"132078","sanoche16","sanoche16","1"
25,"65907","soultoru","soultoru","1"
26,"51138","しぶき","sibukixxx","1"
26,"80290","kenzrx",NA,"1"
26,"54282","miwachan",NA,"1"
26,"65738","9renpoto","9renpoto","1"
26,"132552","shyamagami",NA,"1"
26,"102374","07c00","07c00","1"
26,"130971","mathfuru3",NA,"1"
26,"132554","chikudaisei","chikudaisei","1"
26,"42985","Nikoriks","Nikoriks","1"
26,"120796","fukuyamakz",NA,"1"
26,"132561","pyonsan99","pyonsan99","1"
26,"92211","tashirohiro4","infinityth4","1"
26,"132568","Onion2104",NA,"1"
26,"71617","teruu","teruu","1"
26,"132565","きよつか","ki_1013","1"
26,"2269","manozo","manozo","1"
26,"94069","adfive",NA,"1"
26,"85469","Yoshi-Take",NA,"1"
26,"51099","mrt_akm","mrt_akfm","1"
26,"132641","eijitoyama",NA,"1"
26,"132645","and.r",NA,"1"
26,"120155","Prunus1350","Prunus1350","1"
26,"126569","albatrosary","albatrosary","1"
26,"59031","you1025","you_s1025","1"
26,"68016","ippei.aki",NA,"1"
26,"127692","mitz321","argyle320","1"
26,"11041","tatsuya.fukata","fukata","1"
26,"19175","aad34210",NA,"1"
26,"65907","soultoru","soultoru","1"
26,"133288","REDBUL:L",NA,"1"
26,"91705","t=YUI",NA,"1"
26,"132692","miktanak",NA,"1"
26,"52316","dubian100",NA,"1"
26,"47212","eiiches","eiiches","1"
26,"127080","teru3teru6","teru3teru6","1"
26,"105779","chii09300405","chii09300405","1"
26,"133686","m.m",NA,"1"
26,"48818","gepuro","gepuro","1"
26,"133743","hirohisa_s","hirohisa_s","1"
26,"51607","zanjibar","zanjibar","1"
26,"133814","しゅれでぃんがー",NA,"1"
26,"26015","rhr0k",NA,"1"
26,"122767","ImamuR",NA,"1"
26,"134091","N.Tetsu",NA,"1"
26,"13949","wdkz","wdkz","1"
26,"5923","yokkuns","yokkuns","1"
26,"134287","tantanmen",NA,"1"
26,"87274","doradora09","doradora09","1"
26,"8313","matsumoto.seiichi",NA,"1"
26,"128181","sat_","sachiotomita","1"
26,"127731","yama_pon08",NA,"1"
26,"134096","moccccccccc","porkkori","1"
26,"98571","Hiro_macchan","Hiro_macchan","1"
26,"125456","motivic","motivic_","1"
26,"132078","sanoche16","sanoche16","1"
26,"108013","atg",NA,"1"
26,"10679","moonstruckdrops",NA,"1"
27,"5644","holidayworking","holidayworking","1"
27,"24501","teramonagi","teramonagi","1"
27,"134287","tantanmen",NA,"1"
27,"134096","moccccccccc","porkkori","1"
27,"71909","Yoshio Tokorosawa","dichika","1"
27,"109045","stkn_bb","stkn_bb","1"
27,"24452","sstat3","sstat3","1"
27,"132078","sanoche16","sanoche16","1"
27,"118085","@ActuaryDay","ActuaryDay","1"
27,"65907","soultoru","soultoru","1"
27,"19175","aad34210",NA,"1"
27,"118456","kuwaken",NA,"1"
27,"51607","zanjibar","zanjibar","1"
27,"122767","ImamuR",NA,"1"
27,"75357","millionsmile","millionsmile","1"
27,"125313","takabailando","takabailando","1"
27,"35237","marutom",NA,"1"
27,"89813","gen_hsnmy","gen_hsnmy","1"
27,"26015","rhr0k",NA,"1"
27,"124573","KanSakamoto","KanSAKAMOTO","1"
27,"80290","kenzrx",NA,"1"
27,"114417","maririnnh","Maririnnh","1"
27,"94069","adfive",NA,"1"
27,"122775","predictor.a",NA,"1"
27,"5950","tkawachi",NA,"1"
27,"52325","Nobu884","kinisn","1"
27,"85469","Yoshi-Take",NA,"1"
27,"8313","matsumoto.seiichi",NA,"1"
27,"108013","atg",NA,"1"
27,"136550","goaki","goaki","1"
27,"126569","albatrosary","albatrosary","1"
27,"102374","07c00","07c00","1"
27,"30715","kimukou_26","kimukou_26","1"
27,"119004","pedro",NA,"1"
27,"136880","daigo3828","daigo3828","1"
27,"21744","sugi","sugi_0000","1"
27,"13949","wdkz","wdkz","1"
27,"16142","ponpoko1968","ponpoko1968","1"
27,"17452","bob3","bob3bob3","1"
27,"52524","mikado_hito","mikado_hito","1"
27,"71617","teruu","teruu","1"
27,"43214","tattyamm_","tattyamm","1"
27,"22555","kon_yu","kon_yu","1"
27,"74142","hazex1981","HAZEX1981","1"
27,"120155","Prunus1350","Prunus1350","1"
27,"121000","ytra",NA,"1"
27,"37823","djakarta_trap","djakarta_trap","1"
27,"102193","quattro_4","quattro_4","1"
27,"131131","akkikiki","akkikiki","1"
27,"105049","G.O.R.N","gorn","1"
27,"89464","PlantedEarth","PlantEarth","1"
27,"137549","Toshi_Shirakawa","toshi_shirakawa","1"
27,"87274","doradora09","doradora09","1"
28,"124573","KanSakamoto","KanSAKAMOTO","1"
28,"24452","sstat3","sstat3","1"
28,"19175","aad34210",NA,"1"
28,"17452","bob3","bob3bob3","1"
28,"65907","soultoru","soultoru","1"
28,"132078","sanoche16","sanoche16","1"
28,"37823","djakarta_trap","djakarta_trap","1"
28,"51607","zanjibar","zanjibar","1"
28,"126569","albatrosary","albatrosary","1"
28,"127731","yama_pon08",NA,"1"
28,"142640","K.Kaz","kussuu000","1"
28,"80290","kenzrx",NA,"1"
28,"41462","mshino55","mshino55","1"
28,"15376","はっとり","tomoyukihattori","1"
28,"142672","srctaha","srctaha","1"
28,"16088","oka.yusuke",NA,"1"
28,"7568","nowroot",NA,"1"
28,"142714","menphis_feel","menphis_feel","1"
28,"47212","eiiches","eiiches","1"
28,"142718","田畑直",NA,"1"
28,"123475","makiosan",NA,"1"
28,"127692","mitz321","argyle320","1"
28,"142822","nezuQ","nezuq","1"
28,"142829","mikiya0417","mikiya0417","1"
28,"122210","h_chujo","h_chujo","1"
28,"139580","msakano",NA,"1"
28,"91950","satoshiorin","satoshiorin","1"
28,"142904","matsumoto_",NA,"1"
28,"142884","whiteout","whiteoutS","1"
28,"127080","teru3teru6","teru3teru6","1"
28,"139578","banhiro",NA,"1"
28,"13949","wdkz","wdkz","1"
28,"5644","holidayworking","holidayworking","1"
28,"53597","ryoo17","ryoo17","1"
28,"52897","takemikami","takemikami","1"
28,"139547","knzw_t","knzwtkfm","1"
28,"156153","matk","tsukubalego","1"
28,"87866","otanet123","otanet","1"
28,"130903","g08m11","g08m11","1"
28,"124759","もっちぃ＠","tanimocchi","1"
28,"52316","dubian100",NA,"1"
28,"139991","qz70224","qz70224","1"
28,"50859","shnya_m","shnya_m","1"
28,"98571","Hiro_macchan","Hiro_macchan","1"
28,"108013","atg",NA,"1"
28,"143459","acca",NA,"1"
28,"143466","Kitami IIMURA",NA,"1"
28,"12478","tsuchiya.yoshihiro",NA,"1"
28,"131340","ouou ",NA,"1"
28,"143606","kanigumo","kanigumo","1"
28,"71617","teruu","teruu","1"
28,"143744","tsuna_1217","tsuna_1217","1"
28,"5923","yokkuns","yokkuns","1"
28,"71909","Yoshio Tokorosawa","dichika","1"
28,"87523","horihorio","horihorio","1"
28,"51099","mrt_akm","mrt_akfm","1"
28,"86353","fufudo","fufudo","1"
28,"79848","itochu0523","itochu0523","1"
28,"44340","IT7C","7CIT","1"
28,"143786","sigmak0802","sigmak0802","1"
28,"135701","kei.yamashita",NA,"1"
28,"137085","yu74n","yu74n","1"
28,"120155","Prunus1350","Prunus1350","1"
28,"144018","MYNA",NA,"1"
28,"52524","mikado_hito","mikado_hito","1"
28,"91705","t=YUI",NA,"1"
28,"70273","zuqqhi2","zuqqhi2","1"
28,"144180","Niggorrin","Niggorrin","1"
29,"132078","sanoche16","sanoche16","1"
29,"142956","smrmkt","smrmkt","1"
29,"65907","soultoru","soultoru","1"
29,"120155","Prunus1350","Prunus1350","1"
29,"144251","みきP072",NA,"1"
29,"5026","itoyan",NA,"1"
29,"139547","knzw_t","knzwtkfm","1"
29,"142822","nezuQ","nezuq","1"
29,"144263","naaominnie","naaominnie","1"
29,"122210","h_chujo","h_chujo","1"
29,"11074","hiddy","hiddyy","1"
29,"24501","teramonagi","teramonagi","1"
29,"32770","sfchaos","sfchaos","1"
29,"121000","ytra",NA,"1"
29,"144421","katada_y","katada_y","1"
29,"31824","hiroshi.shinji","hiroshi_shinji","1"
29,"122168","tomo_will","tomo_will","1"
29,"144443","kimura.takahide",NA,"1"
29,"104500","すず。",NA,"1"
29,"6418","yatsuta","tyatsuta","1"
29,"139608","下園美保子","smihoko22","1"
29,"118085","@ActuaryDay","ActuaryDay","1"
29,"79848","itochu0523","itochu0523","1"
29,"142640","K.Kaz","kussuu000","1"
29,"127080","teru3teru6","teru3teru6","1"
29,"78133","sawam__","sawam___","1"
29,"87866","otanet123","otanet","1"
29,"127692","mitz321","argyle320","1"
29,"88668","mrstrangebird","mrstrangebird","1"
29,"98571","Hiro_macchan","Hiro_macchan","1"
29,"12282","yanashi",NA,"1"
29,"48818","gepuro","gepuro","1"
29,"71909","Yoshio Tokorosawa","dichika","1"
29,"82941","obnym","obnym","1"
29,"20261","zaoriku0","zaoriku0","1"
29,"111843","ttakaya","GHtakaya","1"
29,"42985","Nikoriks","Nikoriks","1"
29,"131895","HIRO1997",NA,"1"
29,"5923","yokkuns","yokkuns","1"
29,"92708","ITO-RYOTA","i_narrator","1"
29,"52897","takemikami","takemikami","1"
29,"145227","yosbun","yosbun","1"
29,"80656","handyfox","_handyfox","1"
29,"145297","tkoma",NA,"1"
29,"141100","nkawagashira","nkawagashira","1"
29,"17452","bob3","bob3bob3","1"
29,"70262","1to100pen","1to100pen","1"
29,"143744","tsuna_1217","tsuna_1217","1"
29,"94069","adfive",NA,"1"
29,"142924","mhash",NA,"1"
29,"52032","k.pleiadi","kshimizu123","1"
29,"145666","Sik_ij",NA,"1"
29,"146144","queqaz","queqaz","1"
29,"108013","atg",NA,"1"
29,"52316","dubian100",NA,"1"
29,"30715","kimukou_26","kimukou_26","1"
29,"81990","sla","sla","1"
29,"87274","doradora09","doradora09","1"
29,"52524","mikado_hito","mikado_hito","1"
29,"1468","showyou",NA,"1"
30,"92211","tashirohiro4","infinityth4","1"
30,"122767","ImamuR",NA,"1"
30,"5923","yokkuns","yokkuns","1"
30,"31824","hiroshi.shinji","hiroshi_shinji","1"
30,"21686","kos59125","kos59125","1"
30,"52212","keimayamada","keima","1"
30,"104286","Liang Fan",NA,"1"
30,"122775","predictor.a",NA,"1"
30,"148748","k-harada",NA,"1"
30,"107410","shakezo","shakezo_","1"
30,"17452","bob3","bob3bob3","1"
30,"52524","mikado_hito","mikado_hito","1"
30,"82941","obnym","obnym","1"
30,"148749","thunder0512","thunder0512","1"
30,"19175","aad34210",NA,"1"
30,"118915","micchi","sleeping_michi","1"
30,"5644","holidayworking","holidayworking","1"
30,"8313","matsumoto.seiichi",NA,"1"
30,"126164","kuno",NA,"1"
30,"148755","norisaco","norisaco","1"
30,"142672","srctaha","srctaha","1"
30,"134019","lop",NA,"1"
30,"27645","carrion-crow","carrion_crow","1"
30,"124759","もっちぃ＠","tanimocchi","1"
30,"32770","sfchaos","sfchaos","1"
30,"139780","ciruzzo","__ciruzzo__","1"
30,"102193","quattro_4","quattro_4","1"
30,"132078","sanoche16","sanoche16","1"
30,"147552","swsr",NA,"1"
30,"146144","queqaz","queqaz","1"
30,"17095","okuyama.atsushi",NA,"1"
30,"142956","smrmkt","smrmkt","1"
30,"106999","gingi99","GINGI99","1"
30,"148760","yayab","8yabeam","1"
30,"42985","Nikoriks","Nikoriks","1"
30,"148761","kento.hazama",NA,"1"
30,"131895","HIRO1997",NA,"1"
30,"6418","yatsuta","tyatsuta","1"
30,"121000","ytra",NA,"1"
30,"120155","Prunus1350","Prunus1350","1"
30,"148770","ねずQ",NA,"1"
30,"87866","otanet123","otanet","1"
30,"132568","Onion2104",NA,"1"
30,"148771","AsaiTakuya",NA,"1"
30,"94069","adfive",NA,"1"
30,"83547","kenchan0130_aki","kenchan0130","1"
30,"139991","qz70224","qz70224","1"
30,"14867","karubi","karubi","1"
30,"108013","atg",NA,"1"
30,"13045","tknzk","tknzk","1"
30,"59031","you1025","you_s1025","1"
30,"65907","soultoru","soultoru","1"
30,"5387","hiratake55","hiratake55","1"
30,"121854","hitxiang","hitxiang","1"
30,"122210","h_chujo","h_chujo","1"
30,"148381","9824","9824","1"
30,"110584","shibukixxx","hatenaxx","1"
30,"98571","Hiro_macchan","Hiro_macchan","1"
30,"21334","所沢義男",NA,"1"
30,"88080","junta","junta_okuda","1"
30,"148816","nushi","nakanushi","1"
30,"148819","yoichiro.s.3",NA,"1"
30,"127692","mitz321","argyle320","1"
30,"24501","teramonagi","teramonagi","1"
30,"127731","yama_pon08",NA,"1"
30,"52897","takemikami","takemikami","1"
30,"148843","shishikura",NA,"1"
30,"141100","nkawagashira","nkawagashira","1"
30,"129435","tmakot","tmakot","1"
30,"143842","ariarijp","ariarijp","1"
30,"86359","soshitw","soshitw","1"
30,"71394","umame","umemisan","1"
30,"148904","まいけるひろし","hiroshi26","1"
30,"148912","sato_mitsunori","sato_mitsunori","1"
