"Number","ID","Name","Twitter","Status"
30,"146036","koooo","kotwi400","1"
30,"129930","haru7170","haru7170","1"
30,"148924","erika1111",NA,"1"
30,"148928","hi.okada","unltd_wander","1"
30,"12483","nakka",NA,"1"
30,"149009","DropOutSurf","DropOutSurf","1"
30,"149048","azu-azu",NA,"1"
30,"143744","tsuna_1217","tsuna_1217","1"
30,"13949","wdkz","wdkz","1"
30,"36294","nakayamachama",NA,"1"
30,"137437","miya_1987","miya_1987","1"
30,"127080","teru3teru6","teru3teru6","1"
30,"149215","Andy FU",NA,"1"
30,"74964","fisproject",NA,"1"
30,"51607","zanjibar","zanjibar","1"
30,"44340","IT7C","7CIT","1"
30,"139404","ski","nanko_ski","0"
30,"61047","moha358","moha358","0"
30,"129894","HIROKI DAIDO",NA,"0"
30,"37889","delta","delta2323_","0"
30,"136872","koshi","ksmzn","0"
30,"125103","fukamon_xxx","fukm_xxx","0"
30,"149454","Terashima Kosuke","KosukeTerashima","0"
30,"70652","Keiku322","Keiku","0"
30,"149563","Aoyama_","Galaxy_seven","0"
30,"118436","kobashi07","kobashi07","0"
30,"132354","yamakatu","yamakatu","0"
30,"65699","masibonge_t","masibonge_t","0"
31,"147272","ftakao2007","ftakao2007","1"
31,"148912","sato_mitsunori","sato_mitsunori","1"
31,"87866","otanet123","otanet","1"
31,"127080","teru3teru6","teru3teru6","1"
31,"5387","hiratake55","hiratake55","1"
31,"120155","Prunus1350","Prunus1350","1"
31,"106999","gingi99","GINGI99","1"
31,"122210","h_chujo","h_chujo","1"
31,"59031","you1025","you_s1025","1"
31,"124759","もっちぃ＠","tanimocchi","1"
31,"132078","sanoche16","sanoche16","1"
31,"146144","queqaz","queqaz","1"
31,"94069","adfive",NA,"1"
31,"24452","sstat3","sstat3","1"
31,"20261","zaoriku0","zaoriku0","1"
31,"17452","bob3","bob3bob3","1"
31,"31824","hiroshi.shinji","hiroshi_shinji","1"
31,"19175","aad34210",NA,"1"
31,"142956","smrmkt","smrmkt","1"
31,"103270","exabugs","exabugs","1"
31,"149048","azu-azu",NA,"1"
31,"127692","mitz321","argyle320","1"
31,"11074","hiddy","hiddyy","1"
31,"11022","ixixi","ixixi","1"
31,"32288","a_bicky","a_bicky","1"
31,"13045","tknzk","tknzk","1"
31,"46156","tetsuroito","tetsuroito","1"
31,"148755","norisaco","norisaco","1"
31,"134730","ogwtch","ogawatachi","1"
31,"148219","usausausa",NA,"1"
31,"101620","watanabe_tanaka","watanabe_tanaka","1"
31,"143744","tsuna_1217","tsuna_1217","1"
31,"21334","所沢義男",NA,"1"
31,"124573","KanSakamoto","KanSAKAMOTO","1"
31,"139404","ski","nanko_ski","1"
31,"149957","kishi_kk","kishi_kk","1"
31,"24501","teramonagi","teramonagi","1"
31,"48818","gepuro","gepuro","1"
31,"127483","mitsuruog","mitsuruog","1"
31,"147552","swsr",NA,"1"
31,"150026","furu3",NA,"1"
31,"150045","take0417","chokichoki_","1"
31,"150068","4dpocket","4d_pocket","1"
31,"139991","qz70224","qz70224","1"
31,"148816","nushi","nakanushi","1"
31,"149563","Aoyama_","Galaxy_seven","1"
31,"21686","kos59125","kos59125","1"
31,"125456","motivic","motivic_","1"
31,"125103","fukamon_xxx","fukm_xxx","1"
31,"108013","atg",NA,"1"
31,"131575","関 明弘","akihiro0117","1"
31,"150327","awekuit","awekuit","1"
31,"44340","IT7C","7CIT","1"
31,"81618","prioninae","prioninae","1"
31,"150362","y_otani","y_otani","1"
31,"118436","kobashi07","kobashi07","1"
31,"51153","lawmn","lawmn","1"
31,"150376","hieida",NA,"1"
31,"148546","U39_KOBAYASHI","U39_HOLLYWOOD","1"
31,"142672","srctaha","srctaha","1"
31,"51978","yszk","yszk","1"
31,"150398","oyassuu","oyassuu","1"
31,"150408","はしQ",NA,"1"
31,"150428","MaiO",NA,"1"
31,"46110","shmachid","shmachid","1"
31,"30715","kimukou_26","kimukou_26","1"
31,"150487","島村 学",NA,"1"
31,"145852","Yoshiyuki ishida",NA,"1"
31,"115182","ghisx","ghisx","1"
31,"108898","arsenalll","HAYATO_Y","1"
31,"150527","ワタル４７","wasu47","1"
31,"150531","takashi0319","takashi0319","1"
31,"137437","miya_1987","miya_1987","1"
31,"146036","koooo","kotwi400","1"
31,"144180","Niggorrin","Niggorrin","1"
31,"148196","taqu0",NA,"1"
31,"73271","james.king","Genius_kei","1"
31,"71394","umame","umemisan","1"
31,"42017","Yutaka Ishikawa@Nightley","modaista","1"
31,"74669","yasugahira0810","yasugahira0810","1"
31,"150663","hirat","octoroid8","1"
31,"98571","Hiro_macchan","Hiro_macchan","1"
31,"150739","TakiT","tk2yk","1"
31,"150887","nob_araki",NA,"1"
31,"131213","kzumishi","daisukesjp","1"
31,"150932","gatayama",NA,"1"
31,"150943","Hirotoshi Nakahara",NA,"1"
31,"150975","@yakatanoshi","yakatanoshi","1"
31,"150978","OKUYA",NA,"1"
31,"118085","@ActuaryDay","ActuaryDay","1"
31,"121692","koogucci","kooguccii","0"
31,"36294","nakayamachama",NA,"0"
31,"52524","mikado_hito","mikado_hito","0"
31,"151316","mogproject","mogproject","0"
31,"151142","あべんべん",NA,"0"
31,"151338","rilakkuma1991","rilakkuma0731","0"
31,"151366","Kazuo_Ishii_PhD","Kazuo_Ishii_PhD","0"
31,"147017","nabeyasu555","yamanabi8080","0"
31,"90590","ts.atnd",NA,"0"
31,"151347","n_ken","n_ken","0"
31,"72931","yatchi","yatchi","0"
31,"94065","fuji_tip","fuji_tip","0"
31,"151869","buya","pshbuya","0"
31,"142235","NONAME","emanon_omoshi","0"
31,"48199","tetsu10","tetsu10","0"
31,"103679","白倉弘太","sKura","0"
31,"60147","daisuke nakazawa","diceken","0"
31,"83547","kenchan0130_aki","kenchan0130","0"
31,"56980","ts_3156",NA,"0"
31,"150475","voco","vocobeat","0"
31,"152019","Taika",NA,"0"
31,"129435","tmakot","tmakot","0"
31,"148760","yayab","8yabeam","0"
31,"151644","western ando","western_ando","0"
31,"113978","hk_atnd",NA,"0"
32,"122210","h_chujo","h_chujo","1"
32,"87866","otanet123","otanet","1"
32,"132078","sanoche16","sanoche16","1"
32,"120155","Prunus1350","Prunus1350","1"
32,"124759","もっちぃ＠","tanimocchi","1"
32,"148912","sato_mitsunori","sato_mitsunori","1"
32,"152226","housecat442","housecat442","1"
32,"142672","srctaha","srctaha","1"
32,"127080","teru3teru6","teru3teru6","1"
32,"124573","KanSakamoto","KanSAKAMOTO","1"
32,"139991","qz70224","qz70224","1"
32,"142822","nezuQ","nezuq","1"
32,"151347","n_ken","n_ken","1"
32,"140227","koppe110","ko81_110","1"
32,"109963","Alan Smithee","mid_f","1"
32,"142956","smrmkt","smrmkt","1"
32,"144180","Niggorrin","Niggorrin","1"
32,"115182","ghisx","ghisx","1"
32,"65907","soultoru","soultoru","1"
32,"151316","mogproject","mogproject","1"
32,"132568","Onion2104",NA,"1"
32,"21686","kos59125","kos59125","1"
32,"83955","ENO0514","ENO0514","1"
32,"150026","furu3",NA,"1"
32,"156153","matk","tsukubalego","1"
32,"127692","mitz321","argyle320","1"
32,"151291","igjit","igjit","1"
32,"21334","所沢義男",NA,"1"
32,"54498","uedayo","uedayo","1"
32,"146144","queqaz","queqaz","1"
32,"152257","oyassuu826","somemmanbot","1"
32,"46156","tetsuroito","tetsuroito","1"
32,"81618","prioninae","prioninae","1"
32,"127731","yama_pon08",NA,"1"
32,"152264","n_yamakawa",NA,"1"
32,"75528","atmurata","atmurata","1"
32,"151869","buya","pshbuya","1"
32,"52524","mikado_hito","mikado_hito","1"
32,"141106","rkenl",NA,"1"
32,"106885","76whizkidz","76whizkidz","1"
32,"98571","Hiro_macchan","Hiro_macchan","1"
32,"59095","yoneken","k_yone","1"
32,"152280","miyua",NA,"1"
32,"152283","a tkmr","Klarcius","1"
32,"17452","bob3","bob3bob3","1"
32,"40822","だいだいぽん",NA,"1"
32,"60147","daisuke nakazawa","diceken","1"
32,"152290","abo","abogadoron","1"
32,"2269","manozo","manozo","1"
32,"102193","quattro_4","quattro_4","1"
32,"143744","tsuna_1217","tsuna_1217","1"
32,"152293","tetsushicrocop",NA,"1"
32,"108013","atg",NA,"1"
32,"52316","dubian100",NA,"1"
32,"152302","masa.obatake",NA,"1"
32,"37889","delta","delta2323_","1"
32,"152306","benzie",NA,"1"
32,"149048","azu-azu",NA,"1"
32,"104740","Takashi Kitano","kashitan","1"
32,"146816","吉田 大祐","dyoshida1983","1"
32,"72931","yatchi","yatchi","1"
32,"152225","tech_machii","tech_machii","1"
32,"152319","dmisawa",NA,"1"
32,"152366","Oden7777","oden7777","1"
32,"146036","koooo","kotwi400","1"
32,"152373","taro tokui","ebisu_taro","1"
32,"152386","shimoda","lotus98030373","1"
32,"148771","AsaiTakuya",NA,"1"
32,"86359","soshitw","soshitw","1"
32,"138869","daiki_takaguchi","DTakaguchi","1"
32,"151926","あべんべんべん","abenben","1"
32,"90590","ts.atnd",NA,"1"
32,"152439","kosuke.terashima",NA,"1"
32,"152077","otiyotta","Shuji_Oya","1"
32,"122870","Nakhirot",NA,"1"
32,"148546","U39_KOBAYASHI","U39_HOLLYWOOD","1"
32,"65699","masibonge_t","masibonge_t","1"
32,"75657","Nekopuni","Nekopuni_","1"
32,"147017","nabeyasu555","yamanabi8080","1"
32,"152574","LakiLa","chira","1"
32,"78898","purasi-bo","purasiibo","1"
32,"152749","amitani","amitani","1"
32,"150475","voco","vocobeat","1"
32,"152846","ふぃっと","fitfrisk","1"
32,"19175","aad34210",NA,"1"
32,"137417","dr_paradi","dr_paradi","0"
32,"137437","miya_1987","miya_1987","0"
32,"131895","HIRO1997",NA,"0"
32,"153037","Bamchang",NA,"0"
32,"27645","carrion-crow","carrion_crow","0"
32,"146345","ゆりを","yurwo","0"
32,"153105","kilometer",NA,"0"
32,"153111","ksk_527","ksk_527","0"
32,"98587","msano","Yon_Seo","0"
32,"94330","Tring","Tring3","0"
32,"150362","y_otani","y_otani","0"
32,"59031","you1025","you_s1025","0"
32,"152750","juristuart","juri_stuart_j","0"
32,"78903","bicycle1885","bicycle1885","0"
32,"122944","s3works","s3works","0"
32,"68956","sugawi",NA,"0"
32,"152878","カペライン",NA,"0"
32,"128181","sat_","sachiotomita","0"
32,"153278","juju1008","juju7ts","0"
32,"84290","ゴルフなう","golf_nau","0"
32,"21446","oki_can",NA,"0"
32,"36294","nakayamachama",NA,"0"
32,"150663","hirat","octoroid8","0"
32,"154087","shinya2013",NA,"0"
32,"154142","yito12",NA,"0"
32,"154161","kazuya030","kazuya030","0"
32,"154377","わたれい",NA,"0"
32,"154386","tsukasa4649",NA,"0"
32,"122607","teyunteyun",NA,"0"
32,"97245","yuu11se",NA,"0"
32,"101620","watanabe_tanaka","watanabe_tanaka","0"
32,"75148","ikdttr",NA,"0"
32,"154575","KAOLIN",NA,"0"
32,"154667","Haruhiko Uchikawa",NA,"0"
32,"7746","nsyee00","nsyee00","0"
32,"44254","@26310","packetiwu","0"
32,"154926","Tatsuo Mano","TatsuoMano","0"
32,"61678","Town_b","town_b","0"
32,"155020","kndt84","kndt84","0"
32,"155015","Kosuke.iwasaki",NA,"0"
32,"42017","Yutaka Ishikawa@Nightley","modaista","0"
32,"155270","飛田陽平",NA,"0"
32,"155281","osamtimizer","osamtimizer","0"
32,"155334","aeroplan",NA,"0"
32,"122459","zeroking",NA,"0"
32,"155539","ysekikaw","Seki4suke","0"
32,"155707","Masu Hata","nrspiel","0"
32,"123123","hajimex",NA,"0"
32,"24452","sstat3","sstat3","0"
32,"141326","にしむ","nishimuuuuuu","0"
33,"155139","wakakumo","nxafmoishq08jXG","1"
33,"156948","TJO_datasci","TJO_datasci","1"
33,"87866","otanet123","otanet","1"
33,"120155","Prunus1350","Prunus1350","1"
33,"146144","queqaz","queqaz","1"
33,"46156","tetsuroito","tetsuroito","1"
33,"152283","a tkmr","Klarcius","1"
33,"137437","miya_1987","miya_1987","1"
33,"109864","yuto_shimizu","yuto_shimizu","1"
33,"142956","smrmkt","smrmkt","1"
33,"139404","ski","nanko_ski","1"
33,"156952","LitopsQ","LitopsQ","1"
33,"17452","bob3","bob3bob3","1"
33,"102193","quattro_4","quattro_4","1"
33,"76653","D.CHaaaN","d_chaaan","1"
33,"151291","igjit","igjit","1"
33,"98571","Hiro_macchan","Hiro_macchan","1"
33,"51627","wwacky","wwacky","1"
33,"156953","sarajyu",NA,"1"
33,"87523","horihorio","horihorio","1"
33,"25492","謎のクマしゃん","pcmaster","1"
33,"93934","fuji_fujimon","fuji_fujimon","1"
33,"21686","kos59125","kos59125","1"
33,"103970","nickniku","kentana20","1"
33,"149048","azu-azu",NA,"1"
33,"71909","Yoshio Tokorosawa","dichika","1"
33,"125103","fukamon_xxx","fukm_xxx","1"
33,"52316","dubian100",NA,"1"
33,"19016","promisedhill",NA,"1"
33,"73378","heshiki",NA,"1"
33,"140227","koppe110","ko81_110","1"
33,"24501","teramonagi","teramonagi","1"
33,"122178","Med_KU","Med_KU","1"
33,"118163","hiras","volanja","1"
33,"140365","MOTOGRILL","MOTOGRILL","1"
33,"127692","mitz321","argyle320","1"
33,"141980","UXAnalytics Lab","UXAnalytics","1"
33,"129081","imari","imari_you","1"
33,"147728","もんたさん",NA,"1"
33,"26680","chimerast","chimerast","1"
33,"24186","langstat","langstat","1"
33,"122210","h_chujo","h_chujo","1"
33,"156310","faho","functionalaho","1"
33,"80290","kenzrx",NA,"1"
33,"20377","shiraco","shiraco","1"
33,"138156","atsaki","atsaki","1"
33,"24452","sstat3","sstat3","1"
33,"156979","Kohei_y",NA,"1"
33,"125456","motivic","motivic_","1"
33,"148926","maykoe","maykoe","1"
33,"156984","pacocat","pacocat","1"
33,"94987","ほどほど人",NA,"1"
33,"156996","wakame_sa","wakame_sa","1"
33,"124759","もっちぃ＠","tanimocchi","1"
33,"88550","nasuno","nasunom","1"
33,"30715","kimukou_26","kimukou_26","1"
33,"152226","housecat442","housecat442","1"
33,"157008","chop1n","chop1n","1"
33,"94196","小野滋","shig_ono","1"
33,"132078","sanoche16","sanoche16","1"
33,"152750","juristuart","juri_stuart_j","1"
33,"148928","hi.okada","unltd_wander","1"
33,"157031","okay0502","0kayu","1"
33,"127080","teru3teru6","teru3teru6","1"
33,"67247","Naoto Karibe","naotoka","1"
33,"157039","kubo-m",NA,"1"
33,"151175","tebora","ihorie1969","1"
33,"137021","saidie","siedie","1"
33,"138869","daiki_takaguchi","DTakaguchi","1"
33,"23921","mail2tac",NA,"1"
33,"131895","HIRO1997",NA,"1"
33,"108013","atg",NA,"1"
33,"157077","kenken2",NA,"1"
33,"143744","tsuna_1217","tsuna_1217","1"
33,"150026","furu3",NA,"1"
33,"157083","s_e_ria",NA,"1"
33,"154926","Tatsuo Mano","TatsuoMano","1"
33,"97245","yuu11se",NA,"1"
33,"152225","tech_machii","tech_machii","1"
33,"53114","_kohta","_kohta","1"
33,"150475","voco","vocobeat","1"
33,"157200","あああ＿",NA,"1"
33,"19175","aad34210",NA,"1"
33,"65907","soultoru","soultoru","1"
33,"140451","yuki n",NA,"1"
33,"150663","hirat","octoroid8","1"
33,"11022","ixixi","ixixi","1"
33,"14878","dt20xx",NA,"1"
33,"156248","k-koji",NA,"1"
33,"52897","takemikami","takemikami","1"
33,"126831","Itani Yosuke","YosukeItani","0"
33,"157504","koiue3915","koiue3915","0"
33,"157505","akiniwa","aki_n1wa","0"
33,"157523","ふくろう999","owl_mimizuku_1","0"
33,"152077","otiyotta","Shuji_Oya","0"
33,"155202","MikaFukushige","mi_kodayo","0"
33,"113721","SATO Kenji","satokjp","0"
33,"74964","fisproject",NA,"0"
33,"10374","jar2",NA,"0"
33,"51607","zanjibar","zanjibar","0"
33,"90590","ts.atnd",NA,"0"
33,"122335","freak-da (@keisukefukuda)","keisukefukuda","0"
33,"83270","kyoro1","kyoro1","0"
33,"156882","taku matsumoto","bon_matz","0"
33,"68956","sugawi",NA,"0"
33,"157658","KZYS001",NA,"0"
33,"153563","koideyuichi",NA,"0"
33,"108898","arsenalll","HAYATO_Y","0"
33,"150374","siero5335","siero5335","0"
34,"122210","h_chujo","h_chujo","1"
34,"80321","taise","_eurk","1"
34,"150398","oyassuu","oyassuu","1"
34,"2269","manozo","manozo","1"
34,"87866","otanet123","otanet","1"
34,"132078","sanoche16","sanoche16","1"
34,"83547","kenchan0130_aki","kenchan0130","1"
34,"118163","hiras","volanja","1"
34,"156310","faho","functionalaho","1"
34,"159149","Waiy_q",NA,"1"
34,"118085","@ActuaryDay","ActuaryDay","1"
34,"154892","たけあき","1201115","1"
34,"137437","miya_1987","miya_1987","1"
34,"46156","tetsuroito","tetsuroito","1"
34,"157523","ふくろう999","owl_mimizuku_1","1"
34,"158649","ski_nanko","ski_nanko","1"
34,"50635","okb_m","okb_m","1"
34,"157031","okay0502","0kayu","1"
34,"124759","もっちぃ＠","tanimocchi","1"
34,"138869","daiki_takaguchi","DTakaguchi","1"
34,"141326","にしむ","nishimuuuuuu","1"
34,"120155","Prunus1350","Prunus1350","1"
34,"109963","Alan Smithee","mid_f","1"
34,"159157","Masafumi Kinoshita",NA,"1"
34,"98155","hoxo_m","hoxo_m","1"
34,"104740","Takashi Kitano","kashitan","1"
34,"156996","wakame_sa","wakame_sa","1"
34,"155771","umedam","umedam","1"
34,"42017","Yutaka Ishikawa@Nightley","modaista","1"
34,"97245","yuu11se",NA,"1"
34,"159180","shige_ito",NA,"1"
34,"93934","fuji_fujimon","fuji_fujimon","1"
34,"156952","LitopsQ","LitopsQ","1"
34,"108013","atg",NA,"1"
34,"125103","fukamon_xxx","fukm_xxx","1"
34,"157008","chop1n","chop1n","1"
34,"146144","queqaz","queqaz","1"
34,"79848","itochu0523","itochu0523","1"
34,"157504","koiue3915","koiue3915","1"
34,"127080","teru3teru6","teru3teru6","1"
34,"159207","NaotoKaribe","naoto_karibe","1"
34,"65907","soultoru","soultoru","1"
34,"127692","mitz321","argyle320","1"
34,"115182","ghisx","ghisx","1"
34,"75657","Nekopuni","Nekopuni_","1"
34,"151316","mogproject","mogproject","1"
34,"159254","橋口貴",NA,"1"
34,"67411","f_prg","f_prg","1"
34,"159262","KannoKotaro","KannoKotaro","1"
34,"159267","hezo",NA,"1"
34,"23921","mail2tac",NA,"1"
34,"133927","sato_hiro",NA,"1"
34,"159285","isisisi","Ishimuuuuu","1"
34,"143744","tsuna_1217","tsuna_1217","1"
34,"40643","Lian_","Lian","1"
34,"102193","quattro_4","quattro_4","1"
34,"142822","nezuQ","nezuq","1"
34,"48818","gepuro","gepuro","1"
34,"159302","sqrtxx","sqrtxx","1"
34,"118915","micchi","sleeping_michi","1"
34,"138454","fukagai","takuya_fukagai","1"
34,"80290","kenzrx",NA,"1"
34,"149048","azu-azu",NA,"1"
34,"52524","mikado_hito","mikado_hito","1"
34,"142924","mhash",NA,"1"
34,"36294","nakayamachama",NA,"1"
34,"25492","謎のクマしゃん","pcmaster","1"
34,"131213","kzumishi","daisukesjp","1"
34,"153456","池田 凡如",NA,"1"
34,"129081","imari","imari_you","1"
34,"70273","zuqqhi2","zuqqhi2","1"
34,"156792","taku matsu",NA,"1"
34,"71664","tndhk","tndhk","1"
34,"120488","Ch1012","Ch_1012","1"
34,"52897","takemikami","takemikami","1"
34,"66026","yoshinolie","yoshinolie","1"
34,"124573","KanSakamoto","KanSAKAMOTO","1"
34,"150475","voco","vocobeat","1"
34,"115786","ojima_h","ojima_h","1"
34,"45161","fumito_ito","fumito_ito","1"
34,"144180","Niggorrin","Niggorrin","0"
34,"159657","suemoc","suemoc","0"
34,"100799","Akihiro Kasahara","Aki_Kasahara","0"
34,"157505","akiniwa","aki_n1wa","0"
34,"159679","くまたん☆",NA,"0"
34,"129796","lxyuma","lxyuma","0"
34,"152077","otiyotta","Shuji_Oya","0"
34,"92349","kurotaky","kurotaky","0"
34,"159878","kyyonko","kyyonko","0"
34,"159899","中原　誠",NA,"0"
34,"152887","syanao2007","syanao2007","0"
34,"109664","若佐淳一","jwakasa","0"
34,"150026","furu3",NA,"0"
34,"60350","Shin1484","isabisi1484","0"
34,"19175","aad34210",NA,"0"
34,"157211","hayashiyus","hayashiyus","0"
34,"156979","Kohei_y",NA,"0"
34,"127079","arai_arara","arai_arara","0"
34,"31754","nanaya_sac","nanaya_sac","0"
34,"160113","wendy",NA,"0"
35,"11022","ixixi","ixixi","1"
35,"153111","ksk_527","ksk_527","1"
35,"9269","yamaz","yamaz","1"
35,"21686","kos59125","kos59125","1"
35,"137437","miya_1987","miya_1987","1"
35,"127692","mitz321","argyle320","1"
35,"98155","hoxo_m","hoxo_m","1"
35,"160624","nopu","nopu_dansant","1"
35,"98571","Hiro_macchan","Hiro_macchan","1"
35,"156310","faho","functionalaho","1"
35,"161187","kaisei.hamamoto","kaiseh","1"
35,"157504","koiue3915","koiue3915","1"
35,"122178","Med_KU","Med_KU","1"
35,"65907","soultoru","soultoru","1"
35,"44500","ularatter","ularatter","1"
35,"140227","koppe110","ko81_110","1"
35,"16309","freeparis2",NA,"1"
35,"48818","gepuro","gepuro","1"
35,"83270","kyoro1","kyoro1","1"
35,"127080","teru3teru6","teru3teru6","1"
35,"157523","ふくろう999","owl_mimizuku_1","1"
35,"131340","ouou ",NA,"1"
35,"156996","wakame_sa","wakame_sa","1"
35,"71909","Yoshio Tokorosawa","dichika","1"
35,"52524","mikado_hito","mikado_hito","1"
35,"150475","voco","vocobeat","1"
35,"42985","Nikoriks","Nikoriks","1"
35,"126831","Itani Yosuke","YosukeItani","1"
35,"75269","wonder0518","wonder0518","1"
35,"132078","sanoche16","sanoche16","1"
35,"139991","qz70224","qz70224","1"
35,"161252","Hachiyas",NA,"1"
35,"46156","tetsuroito","tetsuroito","1"
35,"146727","ymaki","yoshi_flt","1"
35,"146892","bouzuao","yokozuna_hanao","1"
35,"68956","sugawi",NA,"1"
35,"161283","minami0371","minami0371","1"
35,"75657","Nekopuni","Nekopuni_","1"
35,"104740","Takashi Kitano","kashitan","1"
35,"138479","michael_pero",NA,"1"
35,"149048","azu-azu",NA,"1"
35,"7907","ma2","masaa_ma","1"
35,"69463","hikaru19891122","HIKARU19891122","1"
35,"67411","f_prg","f_prg","1"
35,"160625","taube","Hato810810","1"
35,"147552","swsr",NA,"1"
35,"161542","ao_log","ao_log","1"
35,"154661","藤田　治郎",NA,"1"
35,"97245","yuu11se",NA,"1"
35,"136872","koshi","ksmzn","1"
35,"138869","daiki_takaguchi","DTakaguchi","1"
35,"153982","mamisuke",NA,"1"
35,"161644","fineatoms","Fineelectrons","1"
35,"94069","adfive",NA,"1"
35,"157031","okay0502","0kayu","1"
35,"152077","otiyotta","Shuji_Oya","1"
35,"151175","tebora","ihorie1969","1"
35,"157211","hayashiyus","hayashiyus","1"
35,"32770","sfchaos","sfchaos","1"
35,"51607","zanjibar","zanjibar","1"
35,"120155","Prunus1350","Prunus1350","1"
36,"71909","Yoshio Tokorosawa","dichika","1"
36,"21686","kos59125","kos59125","1"
36,"152226","housecat442","housecat442","1"
36,"124759","もっちぃ＠","tanimocchi","1"
36,"140365","MOTOGRILL","MOTOGRILL","1"
36,"156948","TJO_datasci","TJO_datasci","1"
36,"122210","h_chujo","h_chujo","1"
36,"24501","teramonagi","teramonagi","1"
36,"120155","Prunus1350","Prunus1350","1"
36,"118456","kuwaken",NA,"1"
36,"6418","yatsuta","tyatsuta","1"
36,"137437","miya_1987","miya_1987","1"
36,"156958","kantooo","kntoo","1"
36,"83270","kyoro1","kyoro1","1"
36,"82941","obnym","obnym","1"
36,"98571","Hiro_macchan","Hiro_macchan","1"
36,"157211","hayashiyus","hayashiyus","1"
36,"160625","taube","Hato810810","1"
36,"151926","あべんべんべん","abenben","1"
36,"165892","hoge_math","hoge_math","1"
36,"142672","srctaha","srctaha","1"
36,"97157","yaoshisi","yakkul23","1"
36,"115182","ghisx","ghisx","1"
36,"149985","れいや","ray201111","1"
36,"81782","k_somemo","ksomemo","1"
36,"20261","zaoriku0","zaoriku0","1"
36,"46156","tetsuroito","tetsuroito","1"
36,"88763","わっきー","w_a_k_i","1"
36,"68956","sugawi",NA,"1"
36,"145711","__john_smith__","__john_smith__","1"
36,"132568","Onion2104",NA,"1"
36,"157077","kenken2",NA,"1"
36,"165898","aich_08_","aich_08_","1"
36,"51627","wwacky","wwacky","1"
36,"75357","millionsmile","millionsmile","1"
36,"156310","faho","functionalaho","1"
36,"160643","gg_hatano","gg_hatano2","1"
36,"165901","Jun Kato","Hexomino","1"
36,"165904","suho",NA,"1"
36,"108013","atg",NA,"1"
36,"132078","sanoche16","sanoche16","1"
36,"134264","miraihack","miraihack","1"
36,"80327","Salam Khan",NA,"1"
36,"151996","bon matzmoto","nobel_kei","1"
36,"149048","azu-azu",NA,"1"
36,"65699","masibonge_t","masibonge_t","1"
36,"41251","horitaku1124","horitaku1124","1"
36,"146727","ymaki","yoshi_flt","1"
36,"148219","usausausa",NA,"1"
36,"162334","photosynthesis",NA,"1"
36,"163222","tkhk11","tkhk11","1"
36,"165918","ks888",NA,"1"
36,"160345","kentar0",NA,"1"
36,"159657","suemoc","suemoc","1"
36,"165928","harano ayaka",NA,"1"
36,"165930","HitTips",NA,"1"
36,"165940","Isaka_Angeleno","Isaka_Angeleno","1"
36,"157523","ふくろう999","owl_mimizuku_1","1"
36,"119004","pedro",NA,"1"
36,"153149","Weda654","Weda654","1"
36,"165952","satt",NA,"1"
36,"122178","Med_KU","Med_KU","1"
36,"136550","goaki","goaki","1"
36,"165975","muam",NA,"1"
36,"55125","yuuki_0804",NA,"1"
36,"109170","tom_of_death","tom_of_death","1"
36,"76139","haegwan","haegwankim","1"
36,"2269","manozo","manozo","1"
36,"82418","NaOHaq","NaOHaq","1"
36,"138869","daiki_takaguchi","DTakaguchi","1"
36,"138454","fukagai","takuya_fukagai","0"
36,"127080","teru3teru6","teru3teru6","0"
36,"166139","lucaskbos","LucasKBOS","0"
36,"142829","mikiya0417","mikiya0417","0"
36,"38117","sg08",NA,"0"
36,"318","wads",NA,"0"
36,"164303","おやん",NA,"0"
36,"166286","Hiroyuki_Abe","BobYoshida","0"
36,"166327","big_marimo",NA,"0"
36,"166400","herobushi24","herobushi","0"
36,"157504","koiue3915","koiue3915","0"
36,"166337","exp(akihito+i)",NA,"0"
36,"144546","airtoxinn","airtoxin","0"
36,"166448","なむる",NA,"0"
36,"83547","kenchan0130_aki","kenchan0130","0"
36,"138060","Kei Sato",NA,"0"
36,"166511","Minoda takashi","aad34210","0"
37,"109963","Alan Smithee","mid_f","1"
37,"149985","れいや","ray201111","1"
37,"166966","H Umeda","Sweets1942","1"
37,"318","wads",NA,"1"
37,"165904","suho",NA,"1"
37,"46156","tetsuroito","tetsuroito","1"
37,"63539","mtkn","mtknnktm","1"
37,"98571","Hiro_macchan","Hiro_macchan","1"
37,"152077","otiyotta","Shuji_Oya","1"
37,"159262","KannoKotaro","KannoKotaro","1"
37,"159899","中原　誠",NA,"1"
37,"146727","ymaki","yoshi_flt","1"
37,"104740","Takashi Kitano","kashitan","1"
37,"167474","tkdmah","tkdmah","1"
37,"137094","mnogu","munenogu","1"
37,"162721","RANYUZU",NA,"1"
37,"139297","Joji Maeno","joji","1"
37,"122912","zeroking1226","zeroking1226","1"
37,"156310","faho","functionalaho","1"
37,"150475","voco","vocobeat","1"
37,"167515","Kohei.Sakamoto",NA,"1"
37,"157211","hayashiyus","hayashiyus","1"
37,"122335","freak-da (@keisukefukuda)","keisukefukuda","1"
37,"166177","YugoKawamura",NA,"1"
37,"21686","kos59125","kos59125","1"
37,"120155","Prunus1350","Prunus1350","1"
37,"140227","koppe110","ko81_110","1"
37,"142672","srctaha","srctaha","1"
37,"118085","@ActuaryDay","ActuaryDay","1"
37,"165898","aich_08_","aich_08_","1"
